분양가격(㎡),지역명,규모구분,date,신규취급액기준 COFIX,CPI총지수,전산업생산지수(원지수),google
3718.0,부산,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
3492.0,부산,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
3378.0,부산,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
3870.0,대구,전체,201707,1.47,103.28,104.4,24.0
3555.0,대구,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
3887.0,대구,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
4712.0,대구,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2894.0,광주,전체,201707,1.47,103.28,104.4,24.0
2881.0,광주,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2880.0,광주,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
3358.0,광주,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2738.0,대전,전체,201707,1.47,103.28,104.4,24.0
2849.0,대전,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2699.0,대전,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2834.0,대전,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
4328.0,대전,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
3582.0,울산,전체,201707,1.47,103.28,104.4,24.0
2904.0,울산,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
3594.0,울산,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
3137.0,울산,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2733.0,세종,전체,201707,1.47,103.28,104.4,24.0
2779.0,세종,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2703.0,세종,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2787.0,세종,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2713.0,세종,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2146.0,강원,전체,201707,1.47,103.28,104.4,24.0
2167.0,강원,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2141.0,강원,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2221.0,강원,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2401.0,강원,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2043.0,충북,전체,201707,1.47,103.28,104.4,24.0
2162.0,충북,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2041.0,충북,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2563.0,충북,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2500.0,충북,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2275.0,충남,전체,201707,1.47,103.28,104.4,24.0
2355.0,충남,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2267.0,충남,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2963.0,충남,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2560.0,충남,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2195.0,전북,전체,201707,1.47,103.28,104.4,24.0
2374.0,전북,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2194.0,전북,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2456.0,전북,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2281.0,전북,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2147.0,전남,전체,201707,1.47,103.28,104.4,24.0
2151.0,전남,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2153.0,전남,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2291.0,전남,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2197.0,전남,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2382.0,경북,전체,201707,1.47,103.28,104.4,24.0
2390.0,경북,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2376.0,경북,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
2690.0,경북,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2674.0,경북,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
2465.0,경남,전체,201707,1.47,103.28,104.4,24.0
2562.0,경남,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
2450.0,경남,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
3042.0,경남,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
2826.0,경남,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
3335.0,제주,전체,201707,1.47,103.28,104.4,24.0
5152.0,제주,전용면적 60㎡이하,201707,1.47,103.28,104.4,24.0
3270.0,제주,전용면적 60㎡초과 85㎡이하,201707,1.47,103.28,104.4,24.0
4809.0,제주,전용면적 85㎡초과 102㎡이하,201707,1.47,103.28,104.4,24.0
4800.0,제주,전용면적 102㎡초과,201707,1.47,103.28,104.4,24.0
6172.0,서울,전체,201708,1.47,103.89,103.3,35.5
6371.0,서울,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
5948.0,서울,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
7067.0,서울,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
6254.0,서울,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3273.0,인천,전체,201708,1.47,103.89,103.3,35.5
3209.0,인천,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3276.0,인천,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
3427.0,인천,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
4986.0,인천,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3641.0,경기,전체,201708,1.47,103.89,103.3,35.5
3858.0,경기,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3623.0,경기,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
3694.0,경기,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
4037.0,경기,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3589.0,부산,전체,201708,1.47,103.89,103.3,35.5
3457.0,부산,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3639.0,부산,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
3455.0,부산,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
3642.0,부산,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3994.0,대구,전체,201708,1.47,103.89,103.3,35.5
3262.0,대구,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3993.0,대구,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
4712.0,대구,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2903.0,광주,전체,201708,1.47,103.89,103.3,35.5
2890.0,광주,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2880.0,광주,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
3358.0,광주,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2738.0,대전,전체,201708,1.47,103.89,103.3,35.5
2849.0,대전,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2699.0,대전,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2834.0,대전,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
4328.0,대전,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3582.0,울산,전체,201708,1.47,103.89,103.3,35.5
2904.0,울산,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3594.0,울산,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
3137.0,울산,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2734.0,세종,전체,201708,1.47,103.89,103.3,35.5
2779.0,세종,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2703.0,세종,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2787.0,세종,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2719.0,세종,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2268.0,강원,전체,201708,1.47,103.89,103.3,35.5
2242.0,강원,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2269.0,강원,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2221.0,강원,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2401.0,강원,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2050.0,충북,전체,201708,1.47,103.89,103.3,35.5
2162.0,충북,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2048.0,충북,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2563.0,충북,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2500.0,충북,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2257.0,충남,전체,201708,1.47,103.89,103.3,35.5
2328.0,충남,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2269.0,충남,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2963.0,충남,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2623.0,충남,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2209.0,전북,전체,201708,1.47,103.89,103.3,35.5
2352.0,전북,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2211.0,전북,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2456.0,전북,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2281.0,전북,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2214.0,전남,전체,201708,1.47,103.89,103.3,35.5
2151.0,전남,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2221.0,전남,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2291.0,전남,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2197.0,전남,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2441.0,경북,전체,201708,1.47,103.89,103.3,35.5
2506.0,경북,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2426.0,경북,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
2867.0,경북,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2624.0,경북,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
2515.0,경남,전체,201708,1.47,103.89,103.3,35.5
2623.0,경남,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
2499.0,경남,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
3042.0,경남,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
2868.0,경남,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
3335.0,제주,전체,201708,1.47,103.89,103.3,35.5
5152.0,제주,전용면적 60㎡이하,201708,1.47,103.89,103.3,35.5
3270.0,제주,전용면적 60㎡초과 85㎡이하,201708,1.47,103.89,103.3,35.5
4809.0,제주,전용면적 85㎡초과 102㎡이하,201708,1.47,103.89,103.3,35.5
4800.0,제주,전용면적 102㎡초과,201708,1.47,103.89,103.3,35.5
6507.0,서울,전체,201709,1.52,103.78,109.7,35.5
6767.0,서울,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
5938.0,서울,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
7887.0,서울,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
6689.0,서울,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3302.0,인천,전체,201709,1.52,103.78,109.7,35.5
3330.0,인천,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3307.0,인천,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
3478.0,인천,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
4986.0,인천,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3628.0,경기,전체,201709,1.52,103.78,109.7,35.5
3902.0,경기,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3601.0,경기,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
3696.0,경기,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
4045.0,경기,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3594.0,부산,전체,201709,1.52,103.78,109.7,35.5
3467.0,부산,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3558.0,부산,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
3442.0,부산,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
3636.0,부산,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3839.0,대구,전체,201709,1.52,103.78,109.7,35.5
3454.0,대구,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3824.0,대구,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
4073.0,대구,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2945.0,광주,전체,201709,1.52,103.78,109.7,35.5
2935.0,광주,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2880.0,광주,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
3037.0,광주,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2894.0,대전,전체,201709,1.52,103.78,109.7,35.5
3019.0,대전,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2857.0,대전,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2834.0,대전,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
4328.0,대전,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3582.0,울산,전체,201709,1.52,103.78,109.7,35.5
2904.0,울산,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3594.0,울산,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
3137.0,울산,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2758.0,세종,전체,201709,1.52,103.78,109.7,35.5
2803.0,세종,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2684.0,세종,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2796.0,세종,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2799.0,세종,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2235.0,강원,전체,201709,1.52,103.78,109.7,35.5
2237.0,강원,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2225.0,강원,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2221.0,강원,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2319.0,강원,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2054.0,충북,전체,201709,1.52,103.78,109.7,35.5
2162.0,충북,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2053.0,충북,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2563.0,충북,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2500.0,충북,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2257.0,충남,전체,201709,1.52,103.78,109.7,35.5
2328.0,충남,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2269.0,충남,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2963.0,충남,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2623.0,충남,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2219.0,전북,전체,201709,1.52,103.78,109.7,35.5
2294.0,전북,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2219.0,전북,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2138.0,전북,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2214.0,전남,전체,201709,1.52,103.78,109.7,35.5
2151.0,전남,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2221.0,전남,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2291.0,전남,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2197.0,전남,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2429.0,경북,전체,201709,1.52,103.78,109.7,35.5
2488.0,경북,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2413.0,경북,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
2867.0,경북,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
2969.0,경북,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
2510.0,경남,전체,201709,1.52,103.78,109.7,35.5
2623.0,경남,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
2494.0,경남,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
3983.0,경남,전용면적 85㎡초과 102㎡이하,201709,1.52,103.78,109.7,35.5
3148.0,경남,전용면적 102㎡초과,201709,1.52,103.78,109.7,35.5
3222.0,제주,전체,201709,1.52,103.78,109.7,35.5
5380.0,제주,전용면적 60㎡이하,201709,1.52,103.78,109.7,35.5
3150.0,제주,전용면적 60㎡초과 85㎡이하,201709,1.52,103.78,109.7,35.5
6578.0,서울,전체,201710,1.62,103.52,101.7,38.0
6815.0,서울,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
5934.0,서울,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
7274.0,서울,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
6559.0,서울,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
3300.0,인천,전체,201710,1.62,103.52,101.7,38.0
3330.0,인천,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3306.0,인천,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
3445.0,인천,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
4835.0,인천,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
3625.0,경기,전체,201710,1.62,103.52,101.7,38.0
3829.0,경기,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3574.0,경기,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
3769.0,경기,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
4009.0,경기,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
3723.0,부산,전체,201710,1.62,103.52,101.7,38.0
3587.0,부산,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3735.0,부산,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
3454.0,부산,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
3549.0,부산,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
3839.0,대구,전체,201710,1.62,103.52,101.7,38.0
3454.0,대구,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3824.0,대구,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
4073.0,대구,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2912.0,광주,전체,201710,1.62,103.52,101.7,38.0
2776.0,광주,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2906.0,광주,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2880.0,광주,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
3016.0,광주,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2729.0,대전,전체,201710,1.62,103.52,101.7,38.0
2729.0,대전,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2715.0,대전,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
3067.0,대전,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
3385.0,울산,전체,201710,1.62,103.52,101.7,38.0
2904.0,울산,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3388.0,울산,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2761.0,울산,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2759.0,세종,전체,201710,1.62,103.52,101.7,38.0
2760.0,세종,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2723.0,세종,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2790.0,세종,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2787.0,세종,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2279.0,강원,전체,201710,1.62,103.52,101.7,38.0
2225.0,강원,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2266.0,강원,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2012.0,강원,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2392.0,강원,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2060.0,충북,전체,201710,1.62,103.52,101.7,38.0
2162.0,충북,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2058.0,충북,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2563.0,충북,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2500.0,충북,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2283.0,충남,전체,201710,1.62,103.52,101.7,38.0
2402.0,충남,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2298.0,충남,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2963.0,충남,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2623.0,충남,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2182.0,전북,전체,201710,1.62,103.52,101.7,38.0
2259.0,전북,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2173.0,전북,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2138.0,전북,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2305.0,전남,전체,201710,1.62,103.52,101.7,38.0
2405.0,전남,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2264.0,전남,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2291.0,전남,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2395.0,전남,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2367.0,경북,전체,201710,1.62,103.52,101.7,38.0
2363.0,경북,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2356.0,경북,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2867.0,경북,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2969.0,경북,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
2436.0,경남,전체,201710,1.62,103.52,101.7,38.0
2582.0,경남,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
2414.0,경남,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
2971.0,경남,전용면적 85㎡초과 102㎡이하,201710,1.62,103.52,101.7,38.0
2984.0,경남,전용면적 102㎡초과,201710,1.62,103.52,101.7,38.0
3222.0,제주,전체,201710,1.62,103.52,101.7,38.0
5380.0,제주,전용면적 60㎡이하,201710,1.62,103.52,101.7,38.0
3150.0,제주,전용면적 60㎡초과 85㎡이하,201710,1.62,103.52,101.7,38.0
6706.0,서울,전체,201712,1.79,103.16,115.9,28.4
7005.0,서울,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
5868.0,서울,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
7478.0,서울,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
6916.0,서울,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
3318.0,인천,전체,201712,1.79,103.16,115.9,28.4
3354.0,인천,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
3324.0,인천,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3478.0,인천,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
4835.0,인천,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
3617.0,경기,전체,201712,1.79,103.16,115.9,28.4
3829.0,경기,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
3552.0,경기,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3696.0,경기,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
4131.0,경기,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
3842.0,부산,전체,201712,1.79,103.16,115.9,28.4
3737.0,부산,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
3803.0,부산,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3692.0,부산,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
3869.0,부산,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
3561.0,대구,전체,201712,1.79,103.16,115.9,28.4
3466.0,대구,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
3564.0,대구,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3543.0,대구,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
2896.0,광주,전체,201712,1.79,103.16,115.9,28.4
2776.0,광주,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
2890.0,광주,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
2865.0,광주,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
2706.0,대전,전체,201712,1.79,103.16,115.9,28.4
2628.0,대전,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
2690.0,대전,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3067.0,대전,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
3162.0,울산,전체,201712,1.79,103.16,115.9,28.4
3162.0,울산,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3161.0,세종,전체,201712,1.79,103.16,115.9,28.4
3164.0,세종,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
3099.0,세종,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
3227.0,세종,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
2302.0,강원,전체,201712,1.79,103.16,115.9,28.4
2203.0,강원,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
2293.0,강원,전용면적 60㎡초과 85㎡이하,201712,1.79,103.16,115.9,28.4
2239.0,강원,전용면적 85㎡초과 102㎡이하,201712,1.79,103.16,115.9,28.4
2699.0,강원,전용면적 102㎡초과,201712,1.79,103.16,115.9,28.4
2077.0,충북,전체,201712,1.79,103.16,115.9,28.4
2203.0,충북,전용면적 60㎡이하,201712,1.79,103.16,115.9,28.4
